  0  0.99295094E-05  0.25419349E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419349E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557162E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767572E-17  0.41750114E-18  0.64993461E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348680E-29  0.58132672E-30  0.53801859E-31  0.47841573E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00
  1  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767572E-17  0.41750114E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00
  2  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767572E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00
  3  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44
  4  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43
  5  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42
  6  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40  0.44309057E-41
  7  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38  0.68620184E-40
  8  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37  0.10210379E-38
  9  0.10210379E-38  0.68620184E-40  0.44309057E-41  0.27465450E-42  0.16815582E-43  0.14012985E-44  0.00000000E+00  0.00000000E+00  0.00000000E+00  0.99295085E-05  0.25419351E-04  0.62521547E-04  0.14774840E-03  0.33546262E-03  0.73180255E-03  0.15338106E-02  0.30887162E-02  0.59760236E-02  0.11108996E-01  0.19841097E-01  0.34047458E-01  0.56134772E-01  0.88921629E-01  0.13533528E+00  0.19789870E+00  0.27803731E+00  0.37531111E+00  0.48675227E+00  0.60653067E+00  0.72614902E+00  0.83527023E+00  0.92311633E+00  0.98019868E+00  0.10000000E+01  0.98019868E+00  0.92311633E+00  0.83527023E+00  0.72614902E+00  0.60653067E+00  0.48675227E+00  0.37531111E+00  0.27803731E+00  0.19789870E+00  0.13533528E+00  0.88921629E-01  0.56134772E-01  0.34047458E-01  0.19841097E-01  0.11108996E-01  0.59760236E-02  0.30887162E-02  0.15338106E-02  0.73180255E-03  0.33546262E-03  0.14774840E-03  0.62521547E-04  0.25419351E-04  0.99295094E-05  0.37266532E-05  0.13438130E-05  0.46557159E-06  0.15497541E-06  0.49564068E-07  0.15229979E-07  0.44963526E-08  0.12754082E-08  0.34758954E-09  0.91014807E-10  0.22897349E-10  0.55346097E-11  0.12853383E-11  0.28679774E-12  0.61483960E-13  0.12664166E-13  0.25062246E-14  0.47653105E-15  0.87054307E-16  0.15279839E-16  0.25767574E-17  0.41750111E-18  0.64993455E-19  0.97210039E-20  0.13969433E-20  0.19287499E-21  0.25585910E-22  0.32610336E-23  0.39933362E-24  0.46983563E-25  0.53110923E-26  0.57683451E-27  0.60193063E-28  0.60348684E-29  0.58132672E-30  0.53801859E-31  0.47841577E-32  0.40873463E-33  0.33550982E-34  0.26460427E-35  0.20050088E-36  0.14597109E-37
